source_row,submission_id,submission_uuid,education,edu_masters_raw,religion_raw,form_version,qc_unknown_codes,qc_required_missing,qc_skip_conflicts,qc_applicable_missing,ward_raw,local_government_raw,qc_age,qc_eligibility,qc_ward,qc_location_numeric,qc_gps,qc_education_routing,qc_duplicate_id,qc_duplicate_uuid,ms_screener,ms_gender_other,ms_edu_school,ms_edu_plus2,ms_edu_bachelors,ms_edu_masters,ms_religion,ms_family_returned,ms_abroad_purpose,ms_nepal_plan,ms_q2_4,ms_q2_4_1,ms_q2_4_1_other,ms_q2_5,ms_q2_5_1,ms_q2_5_1_other,ms_q2_6,ms_q2_6_1,ms_q2_6_1_other,ms_q2_7_1,qc_review
128,848389479,fa0432c5-1259-4b3d-978b-447d48835d96,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
129,848389504,528c5df9-738c-4053-9a24-bc126778dfea,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar ,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
130,848389525,da2ddf5d-2b63-445e-a2ac-d507399c018b,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar ,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
131,848389541,5b9f49b7-6815-43a5-b634-b3083469daa5,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar ,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
132,848389551,2a9c5003-347f-4da8-a277-a0c7339e456a,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar ,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
133,848394860,3ef90f0a-ab5c-4d77-b7d6-1501197adaf4,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar Mahanagar palika,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,No
134,848394872,1c65da53-d71c-448f-a990-28534100ae2a,Masters 2nd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar mahanagar palika,No,No,No,No,No,Yes,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Yes
135,848394885,3c633625-f69c-4c7a-8b24-d2232d51a7fd,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar Mahanagar palika,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,No
136,848394897,c3ca73fd-50bc-4b05-b9c0-50d89f5c2113,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar mahanagar palika,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
137,848394910,3026c639-75e2-4ead-ab24-1fd497a34007,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar mahanagar palika,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
138,848394930,af7bd93a-ab87-4e58-9da1-671e6887bc7b,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar mahanagar palika,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
139,848402416,7c9267b5-ba1e-45c6-bf87-401a00af41d2,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur sub municipality,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
140,848402437,00231d60-f5bf-4341-bd6d-09f38535cc4d,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur sub municipality,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
141,848402501,888149ed-d312-4561-b5fb-0228ba5b4344,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur sub metropolitan city,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,No
142,848402527,9173956d-9a82-4a5e-a179-b624f772332e,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur sub municipality,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
143,848402601,18fdaa04-c32e-4082-a9b7-dc822cd733be,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur sub municipality,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,No
144,848408028,c928b828-3d4d-473d-b347-a58584434d68,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
145,848408043,e12919ab-d445-4961-9eb5-25ccc1d3ae66,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
146,848408076,bca3d9de-c1f5-4aa5-97db-ba222c5dd7f9,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,No
147,848408089,8ee0d32f-219a-4e6e-8a20-455523e953b9,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,No
148,848408099,70319e75-6cc9-493c-90e6-adbdbe5b0fe2,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,No
149,848449887,e2c7c1a5-fce1-42e9-99ca-76db341abd28,Bachelors 2nd year,,2,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,5,Tokha,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,No
150,848449899,7dc02be2-a470-4eb4-b29f-c3d719ffc9e1,Bachelors 3rd year,,,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,5,Tokha,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,No
151,848449919,739b9caf-beab-41ca-9d6e-5932ac3aa401,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,7,Tarkeshwor,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
152,848449929,cbacb45c-bd4c-42d5-9551-d43b14a53442,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,5,Tokha,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
153,848449941,f1ab2dc4-3190-4812-95b7-f5f442ae4ac3,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,5,Tokha,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
154,849170576,a0d1fc11-c723-4d13-bd01-1d658c1d6635,Bachelors 3rd year,,5,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,11,Tarkeshwor,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
155,849170588,ef76ec2f-4f95-4db0-9e02-08418d30c31d,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,7,Tarkeshwor,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,No
156,849170597,e07c6629-0108-4a5c-b878-5ca1cc203e66,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,11,Tarkeshwor,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,No
157,849170601,d40ead40-d0c1-43fc-a8a2-c729d574f6e0,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,11,Tarkeshwor,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,No
158,849170607,6f8d1239-924a-4675-b591-0998ad3485a3,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,11,Tarkeshwor,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,No
159,849186308,59db75db-7aff-427f-993f-228abb63d5df,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar ,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
160,849186323,136d1d39-79df-4bc2-a6e7-1d7565f11a6c,Bachelors 3rd year,,41,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar ,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
161,849186345,bcc5dede-fafa-4ae7-be17-ee98415db9d2,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar ,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
162,849186361,872f52cb-a396-4459-a146-d5568f9cf5f9,Masters 2nd year,,5,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar,No,No,No,No,No,Yes,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Yes
163,849186377,4cc055c4-8ce7-4bbd-a8f2-fc0ca2a3a4ba,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
164,849186392,a554e27a-40de-452d-8af1-9bebc3d54619,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,No
165,849200100,e8b918e0-618a-42ed-b1b9-07e8982bb298,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,No
166,849200223,32c9cf02-dfe0-40d6-be12-2e22749249cc,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar Mahanagar palika,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
167,849200242,9c220661-03cc-4bbd-a83f-3afb6139941d,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar Mahanagar palika,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
168,849200252,31b1910c-bea3-4bae-84ed-d8185f753ced,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar mahanagar palika,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
169,849200266,12e47022-e54f-4f73-9fed-a88f6390a4cb,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar Mahanagar palika ,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
170,849200282,57ad568d-08a7-4e12-b70d-de8c527f9d56,Masters 2nd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,12,Biratnagar mahanagar palika,No,No,No,No,No,Yes,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Yes
171,849313556,7c66d9b2-7635-4ac9-ae91-83ee2bdc164d,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,No
172,849313586,0b76fcf0-07af-447e-87e9-56f9b4698fb1,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
173,849313610,9c9ca63a-dace-4a13-ae17-a82e4dfc5eed,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
174,849313632,250861a1-2ec3-4db3-aa19-44720de8fdea,Bachelors 3rd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
175,849313657,09da8cea-16ad-4388-996c-e4deaf0eac07,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
176,849329582,69a7748a-82ea-423f-941b-523ed65f1ae6,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpurdham sub metropolitan,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
177,849329605,e0e43b6a-1ce6-4801-bd8e-0ac6c5eb052c,Bachelors 4th year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpurdham sub metropolitan,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
178,849329620,58491a28-c68a-4260-919d-132456ae62ea,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpurdham sub metropolitan,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
179,849329635,4ad267f6-e3e5-4a81-8c9f-0231a4666935,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpurdham sub metropolitan,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
